"id","product_id","url","url_thumbnail","file_name","short_description","created_at"
1,7,"https://yycpspnubfcrdnnrfrwy.supabase.co/storage/v1/object/public/NesliayCollections/img_1.jpeg",NULL,"img_1.jpg","vestido_img_1","2026-03-31 11:54:30.206826"
2,8,"https://yycpspnubfcrdnnrfrwy.supabase.co/storage/v1/object/public/NesliayCollections/img_2.jpeg",NULL,"img_2.jpg","vestido_img_2","2026-03-31 11:56:03.895606"
3,14,"https://yycpspnubfcrdnnrfrwy.supabase.co/storage/v1/object/public/NesliayCollections/img_3.jpeg",NULL,"img_3.jpg","vestido_img_3","2026-03-31 11:57:29.743428"
4,7,"https://yycpspnubfcrdnnrfrwy.supabase.co/storage/v1/object/public/NesliayCollections/img_4.jpeg",NULL,"img_4.jpg","vestido_img_4","2026-03-31 11:58:40.543042"
5,26,"https://yycpspnubfcrdnnrfrwy.storage.supabase.co/storage/v1/object/public/NesliayCollections/90a39822-82a5-415b-96f6-f3020a220a43.png",NULL,"90a39822-82a5-415b-96f6-f3020a220a43.png","prueba vestido15cian","2026-04-02 13:07:17.209083"
6,27,"https://yycpspnubfcrdnnrfrwy.storage.supabase.co/storage/v1/object/public/NesliayCollections/e95fbd1b-dcdb-459c-8fc5-f4b5a3ec1778.jpeg",NULL,"e95fbd1b-dcdb-459c-8fc5-f4b5a3ec1778.jpeg","prueba vestido16pink","2026-04-02 13:10:07.408757"
